customer_id,simulation_id,response,loan_id,full_reimbursement,request_datetime,reimbursement_date,algo1_eligible_amount,algo2_eligible_amount,mean_countcashout_20_weeks,mean_airtime_balance_20_weeks,mean_volotherout,mean_volcashout_20_weeks,mean_balance_20_weeks,ratio_active_profile,awareness_indice,is_default60
customer_26de0ae4f,simulation_04a92c21d,Freeze,,,2020-08-25 15:38:55.532,,16099.51555121361,0.0,0.2216906189669948,97.85551778250604,1799.6684940010678,19573.71320035476,1360.1592862503728,0.6062488024464414,,
customer_695fe1fcf,simulation_a8d50bca0,OK but not accepted,,,2020-11-08 18:09:31.714,,54409.32817421347,57748.65355920905,0.2760345752918969,270.2137188291513,15870.177360019828,6748.697092274771,8646.424386244127,0.0360373479625269,,
customer_4f1d21cdc,simulation_9177ca104,Freeze,,,2020-12-13 10:14:14.678,,1380.648418453826,0.0,0.1333606379421337,8.381350327313136,663.2171954076421,1773.06089966224,488.6834514073057,0.6047061968961857,,
customer_4eb86de63,simulation_d586fe459,Freeze,,,2020-08-31 00:16:32.282,,22738.679995365,0.0,0.2165179678191213,2.6949162339085904,3593.267164827935,14706.858542871523,5987.549892170914,0.2298538595891626,,
customer_403bf5463,simulation_923e90353,OK but not accepted,,,2021-02-06 14:57:33.537,,68591.77635286617,108034.29620917856,0.2955143749694426,0.5845180781832658,6906.593577570433,17416.78310719105,14469.921571897848,0.2782527795668404,,
customer_54e1529c7,simulation_9e047bc79,OK and accepted,loan_dd37930d4,True,2021-01-01 00:04:14.038,2021-02-03,6873.951490859021,24402.13619646513,0.3119361905646808,486.23061554758846,903.627252555161,9511.58914511408,812.6238978073743,0.4089982196654068,50141.58839359347,0.0
customer_aa7d15453,simulation_5d39c482f,OK and accepted,loan_f15756b09,True,2020-09-03 09:13:07.052,2020-10-03,21228.65894108404,23299.205581191367,0.0710768631787878,897.3482482791317,2658.1152978651185,15303.854331044078,1321.1070089708892,0.6312592468977071,103829.00335499729,0.0
customer_ac211e19f,simulation_07b31bd90,OK but not accepted,,,2020-11-11 09:39:33.533,,54274.97670387475,54586.5981842493,0.2199286265590533,340.31624203764244,1101.6792839057694,17371.37941941063,6792.194092461912,0.501323830200232,,
customer_79b6843b9,simulation_60a6c4002,Refused,,,2020-07-26 16:37:03.447,,6.42110478227922,0.0,0.0492108049160261,0.1221063538915099,12.352622199017556,640.4991363373607,101.02473482818836,0.8960121749182992,,
customer_645723568,simulation_d2f01a750,Freeze,,,2020-10-18 14:23:55.415,,6622.275811521074,0.0,0.1626275887735699,60.71501300571227,145.41164420174823,4636.260596732865,1077.2778825821451,0.4247397385884336,,
customer_b60e73af2,simulation_3f1422cba,OK but not accepted,,,2020-09-14 14:15:46.065,,3974.353743784227,5050.313077329954,0.0880155408999725,62.31140497363968,0.0,2609.4256834362022,1013.5263555618246,0.6662242467624128,,
